batch_id,copy_time_us,kernel_time_us
13361,7.968,8.928
13362,8.096,9.152
13363,8.064,9.088
13364,8.256,8.96
13365,7.168,9.344
13366,8.064,8.32
13367,7.904,8.256
13368,7.52,9.92
13369,7.904,8.896
13370,8.032,8.096
13371,7.936,8.832
13372,8.032,8.384
13373,7.936,8.512
13374,6.848,10.624
13375,8.224,8.96
13376,8.064,8.032
13377,7.904,8.192
13378,8,8.448
13379,8.096,8.96
13380,8,8.416
13381,7.936,8.512
13382,8,8.544
13383,8,9.12
13384,8.32,8.96
13385,7.904,8.96
13386,8,8.48
13387,7.936,8.512
13388,7.872,8.384
13389,7.84,9.216
13390,8.032,8.352
13391,7.968,8.448
13392,7.232,9.088
13393,7.936,8.224
13394,8.064,8.512
13395,7.936,9.184
13396,8.128,8.288
13397,7.904,8.768
13398,8.032,8.416
13399,7.872,8.64
13400,8.032,9.184
13401,7.904,9.024
13402,7.36,9.024
13403,7.712,9.088
13404,8.032,8.928
13405,7.936,8.448
13406,7.968,8.608
13407,7.936,9.056
13408,7.968,8.544
13409,7.904,9.024
13410,8.288,8.16
13411,7.904,8.256
13412,8,9.184
13413,7.936,9.248
13414,8.032,8.448
13415,8,9.152
13416,7.904,8.096
13417,7.968,8.288
13418,8.224,9.152
13419,7.904,8.32
13420,7.968,8.576
13421,8,8.544
13422,7.968,8.224
13423,7.968,9.248
13424,8.096,9.12
13425,7.872,8.544
13426,7.968,8.608
13427,7.904,8.896
13428,8,8.48
13429,7.904,8.576
13430,8,8.736
13431,7.936,8.352
13432,6.912,11.392
13433,7.2,11.808
13434,8.256,8.544
13435,7.84,9.344
13436,8.032,9.056
13437,8.16,9.248
13438,8,9.088
13439,7.936,8.352
13440,8.032,8.256
13441,7.936,8.48
13442,8.032,8.608
13443,6.944,10.432
13444,6.912,11.104
13445,6.912,11.04
13446,6.88,10.368
13447,7.968,8.352
13448,7.584,8.576
13449,6.88,9.952
13450,7.328,10.4
13451,7.232,6.816
13452,6.976,9.92
13453,7.488,9.408
13454,6.912,10.176
13455,7.296,9.696
13456,7.072,10.176
13457,6.912,10.272
13458,8.096,8.384
13459,7.936,9.152
13460,6.976,11.008
13461,6.912,10.112
13462,6.848,10.624
13463,6.816,10.464
13464,8.064,9.248
13465,6.912,10.368
13466,6.848,10.752
13467,6.912,10.432
13468,6.976,10.944
13469,8.128,9.312
13470,7.04,9.376
13471,6.944,9.728
13472,6.976,10.272
13473,6.912,10.08
13474,8.32,8.832
13475,7.296,9.6
13476,6.912,10.848
13477,6.88,10.144
13478,6.944,10.784
13479,7.584,9.92
13480,8.032,8.544
13481,8,9.536
13482,7.52,9.888
13483,7.296,9.056
13484,7.264,9.76
13485,7.264,9.088
13486,7.264,9.888
13487,7.232,9.216
13488,7.328,10.016
13489,7.232,9.056
13490,7.392,9.248
13491,7.264,9.248
13492,7.2,9.6
13493,7.328,10.016
13494,7.52,9.248
13495,7.2,9.248
13496,7.456,9.792
13497,7.232,9.312
13498,7.296,9.728
13499,7.2,9.312
13500,7.328,9.088
13501,7.232,9.216
13502,7.936,8.896
13503,7.232,9.28
13504,7.232,9.024
13505,7.872,10.304
13506,7.456,9.984
13507,7.296,10.112
13508,7.552,9.792
13509,7.168,10.016
13510,7.392,9.664
13511,7.2,9.76
13512,7.488,9.472
13513,7.2,9.248
13514,7.264,9.856
13515,7.296,9.088
13516,7.232,9.344
13517,7.168,9.088
13518,7.36,9.92
13519,7.296,9.088
13520,7.36,9.696
13521,7.264,10.016
13522,7.616,9.6
13523,7.296,9.088
13524,7.392,9.952
13525,7.2,9.728
13526,7.264,9.92
13527,7.168,9.824
13528,7.264,9.92
13529,7.2,9.152
13530,7.328,9.312
13531,7.552,9.6
13532,7.616,9.792
13533,7.2,9.184
13534,7.296,9.504
13535,7.328,9.856
13536,7.296,9.024
13537,7.168,9.12
13538,7.552,9.504
13539,7.168,9.248
13540,7.328,9.92
13541,7.264,9.824
13542,7.328,9.6
13543,7.168,9.28
13544,7.328,9.952
13545,7.2,9.344
13546,7.552,9.728
13547,7.296,9.504
13548,7.36,9.056
13549,7.392,9.728
13550,7.328,9.12
13551,7.392,9.376
13552,7.296,9.952
13553,7.2,9.248
13554,7.36,9.28
13555,7.2,9.92
13556,7.264,9.152
13557,7.168,9.984
13558,7.616,9.792
13559,7.2,9.312
13560,7.328,9.504
13561,7.328,9.632
13562,7.296,9.728
13563,7.232,9.6
13564,7.264,9.76
13565,7.36,9.568
13566,7.552,9.28
13567,7.232,9.664
13568,7.584,9.216
13569,7.2,9.056
13570,7.456,9.696
13571,7.232,9.216
13572,7.584,9.12
13573,7.168,9.344
13574,7.296,9.44
13575,7.2,9.12
13576,7.296,9.28
13577,7.296,9.216
13578,7.328,9.44
13579,7.168,9.088
13580,7.584,9.568
13581,7.168,9.088
13582,7.264,9.28
13583,7.232,9.728
13584,7.264,8.8
13585,6.848,10.464
13586,7.296,9.376
13587,7.296,8.992
13588,7.264,9.312
13589,7.232,9.696
13590,7.584,8.928
13591,6.944,9.984
13592,7.456,9.12
13593,7.168,9.856
13594,7.296,9.504
13595,7.424,9.568
13596,7.296,9.824
13597,7.168,9.44
13598,7.296,9.088
13599,7.168,9.248
13600,6.88,10.464
13601,7.168,9.856
13602,7.296,9.056
13603,14.752,9.92
13604,7.296,8.992
13605,7.232,8.928
13606,7.264,9.216
13607,7.424,9.76
13608,7.328,9.216
13609,7.264,8.992
13610,7.264,8.896
13611,7.2,8.96
13612,7.616,9.408
13613,7.296,9.696
13614,7.296,9.248
13615,7.36,9.6
13616,7.328,9.12
13617,7.392,9.696
13618,7.296,9.664
13619,7.36,9.056
13620,7.328,9.248
13621,7.2,9.76
13622,7.232,9.12
13623,7.136,9.088
13624,7.264,8.928
13625,7.168,9.28
13626,7.296,9.152
13627,7.232,9.824
13628,7.296,9.024
13629,7.2,8.96
13630,7.552,8.64
13631,7.168,9.472
13632,7.552,9.472
13633,7.2,9.088
13634,7.424,9.824
13635,7.232,9.536
13636,7.36,9.504
13637,7.2,9.504
13638,7.296,9.312
13639,7.264,9.792
13640,7.296,9.568
13641,7.296,9.664
13642,7.328,9.504
13643,7.2,9.792
13644,7.232,9.76
13645,7.168,9.824
13646,7.296,9.088
13647,7.232,14.464
13648,7.584,9.184
13649,7.2,9.728
13650,7.36,9.024
13651,7.264,8.896
13652,7.296,9.504
13653,6.88,9.76
13654,7.296,9.92
13655,7.168,9.728
13656,7.232,9.632
13657,7.2,9.216
13658,7.296,9.12
13659,7.168,9.888
13660,7.264,9.024
13661,7.168,9.312
13662,7.2,9.44
13663,7.264,9.632
13664,7.264,9.568
13665,7.2,9.088
13666,7.264,8.96
13667,7.2,9.92
13668,7.264,9.728
13669,7.2,9.76
13670,7.328,9.696
13671,7.2,9.856
13672,7.296,8.992
13673,7.264,9.056
13674,7.328,9.728
13675,7.2,9.216
13676,7.264,9.824
13677,7.2,9.12
13678,7.264,9.376
13679,7.168,9.952
13680,7.296,9.12
13681,7.168,9.024
13682,7.232,8.896
13683,7.328,9.12
13684,7.328,9.504
13685,7.168,9.76
13686,7.296,9.568
13687,7.232,9.088
13688,7.328,9.28
13689,7.2,9.44
13690,7.264,9.184
13691,7.168,9.92
13692,7.296,9.088
13693,6.944,8.672
13694,7.36,9.152
13695,7.296,9.792
13696,7.264,9.056
13697,7.168,9.696
13698,7.296,9.088
13699,7.328,9.632
13700,7.232,9.76
13701,7.2,9.056
13702,7.296,8.928
13703,7.68,9.664
13704,7.36,9.824
13705,7.2,9.792
13706,7.36,9.6
13707,7.168,9.76
13708,7.264,9.824
13709,7.168,9.088
13710,7.328,9.952
13711,7.2,9.248
13712,7.264,9.312
13713,7.2,9.856
13714,7.296,9.664
13715,7.36,9.536
13716,7.296,9.152
13717,7.2,9.952
13718,7.2,8.992
13719,7.072,9.888
13720,7.296,9.664
13721,7.168,9.824
13722,7.296,9.184
13723,7.232,9.344
13724,7.552,9.472
13725,7.2,9.824
13726,7.296,9.152
13727,7.232,9.312
13728,7.264,9.792
13729,7.136,10.144
13730,7.2,9.984
13731,7.232,9.184
13732,7.36,9.824
13733,7.136,9.312
13734,7.2,9.184
13735,7.264,9.856
13736,7.232,9.728
13737,7.168,9.248
13738,6.88,10.624
13739,6.944,10.208
13740,6.976,10.208
13741,6.816,9.696
13742,7.36,9.792
13743,7.296,9.024
13744,8.16,9.408
13745,7.2,9.888
13746,6.912,10.72
13747,7.264,9.856
13748,8.032,8.896
13749,6.88,9.664
13750,6.848,10.688
13751,6.944,10.016
13752,7.008,10.048
13753,7.232,9.44
13754,6.816,9.6
13755,6.88,10.08
13756,6.88,9.856
13757,6.88,10.848
13758,7.168,9.088
13759,7.04,10.144
13760,6.912,10.496
13761,6.944,10.016
13762,6.912,10.848
13763,7.232,9.152
13764,7.552,9.088
13765,7.2,9.792
13766,7.296,9.152
13767,7.136,9.696
13768,7.328,9.888
13769,7.104,9.184
13770,7.616,9.216
13771,7.2,9.408
13772,7.616,9.568
13773,7.2,9.312
13774,7.296,9.248
13775,7.168,9.952
13776,7.328,9.088
13777,7.2,9.888
13778,7.264,9.216
13779,7.392,9.856
13780,7.296,9.088
13781,7.136,9.312
13782,7.296,9.472
13783,7.168,8.896
13784,7.296,9.824
13785,7.168,9.824
13786,7.424,9.12
13787,7.296,9.728
13788,7.264,9.92
13789,7.2,9.664
13790,7.392,10.336
13791,7.168,8.672
13792,7.264,8.928
13793,7.2,9.376
13794,7.2,9.952
13795,7.2,9.76
13796,7.328,9.792
13797,7.2,9.088
13798,7.264,10.016
13799,7.328,9.888
13800,7.424,9.632
13801,6.912,9.792
13802,7.232,9.312
13803,7.328,9.856
13804,7.36,9.6
13805,7.2,9.632
13806,7.328,10.048
13807,7.2,9.856
13808,7.296,9.792
13809,7.168,9.216
13810,6.912,9.76
13811,7.232,9.28
13812,7.168,9.44
13813,7.296,9.056
13814,7.456,9.344
13815,7.296,9.28
13816,7.264,9.152
13817,7.36,9.792
13818,6.88,9.888
13819,7.136,9.792
13820,7.52,9.472
13821,7.264,9.76
13822,7.296,9.344
13823,7.232,9.376
13824,7.296,9.28
13825,7.2,9.6
13826,7.296,9.728
13827,7.2,9.504
13828,7.328,9.6
13829,7.168,9.248
13830,7.424,9.248
13831,7.2,9.92
13832,7.328,10.016
13833,7.072,8.96
13834,7.328,9.44
13835,7.328,9.248
13836,7.328,9.76
13837,7.168,9.248
13838,7.264,9.984
13839,7.168,9.312
13840,7.328,9.536
13841,7.2,9.664
13842,7.392,9.216
13843,6.88,10.624
13844,7.296,9.632
13845,7.328,9.024
13846,7.296,9.44
13847,7.232,9.888
13848,7.264,9.792
13849,7.168,9.472
13850,7.296,9.248
13851,7.2,9.728
13852,7.264,9.216
13853,7.2,9.568
13854,7.488,9.504
13855,7.232,9.792
13856,7.264,9.76
13857,7.2,9.792
13858,7.52,9.408
13859,7.136,9.312
13860,7.328,9.728
13861,7.2,9.12
13862,7.296,9.856
13863,7.296,9.152
13864,7.328,8.992
13865,7.168,9.312
13866,7.456,9.344
13867,7.168,9.248
13868,7.264,9.92
13869,7.168,9.312
13870,14.56,10.112
13871,7.168,9.568
13872,7.52,9.408
13873,7.392,9.696
13874,7.168,9.6
13875,7.328,9.376
13876,7.264,9.184
13877,7.168,9.856
13878,7.584,9.504
13879,7.232,9.824
13880,7.392,9.952
13881,7.232,9.024
13882,7.392,9.248
13883,7.136,9.344
13884,7.296,9.952
13885,7.296,8.896
13886,7.296,9.216
13887,7.232,9.216
13888,7.264,9.984
13889,7.136,9.184
13890,7.264,9.344
13891,7.2,9.92
13892,7.264,9.184
13893,7.168,9.984
13894,7.456,9.792
13895,7.424,9.568
13896,7.328,9.12
13897,7.232,9.312
13898,7.328,6.816
13899,7.296,9.344
13900,7.168,9.088
13901,7.168,9.92
13902,7.264,9.088
13903,7.168,9.824
13904,7.52,9.472
13905,7.232,9.184
13906,7.232,9.408
13907,7.2,9.056
13908,7.36,9.952
13909,7.136,9.056
13910,7.296,9.92
13911,7.232,9.568
13912,7.52,9.376
13913,7.328,9.376
13914,7.296,9.888
13915,7.2,9.792
13916,7.552,9.504
13917,7.232,9.728
13918,7.328,9.184
13919,7.424,9.728
13920,7.232,9.088
13921,7.328,9.792
13922,7.264,9.536
13923,7.168,9.664
13924,7.392,9.6
13925,7.232,9.792
13926,7.296,9.6
13927,7.264,9.344
13928,7.232,9.152
13929,7.2,9.664
13930,7.264,9.28
13931,7.2,9.088
13932,7.264,9.984
13933,7.2,8.832
13934,7.296,9.984
13935,7.2,9.376
13936,7.296,9.344
13937,7.232,9.856
13938,7.296,9.216
13939,7.2,9.344
13940,6.816,10.848
13941,7.168,9.856
13942,7.456,9.472
13943,7.072,9.6
13944,7.36,9.024
13945,7.104,9.824
13946,7.296,9.312
13947,7.52,9.12
13948,7.296,9.696
13949,7.2,9.248
13950,7.264,9.984
13951,7.168,9.312
13952,7.232,9.664
13953,7.168,9.792
13954,7.232,9.344
13955,7.264,9.44
13956,7.296,10.016
13957,7.168,9.568
13958,7.296,9.984
13959,7.424,9.536
13960,7.328,9.76
13961,7.392,10.144
13962,7.296,9.536
13963,7.232,9.344
13964,7.232,9.792
13965,7.2,10.016
13966,7.296,9.536
13967,7.264,9.216
13968,7.232,9.28
13969,7.2,9.92
13970,7.36,10.016
13971,7.136,9.216
13972,7.328,9.952
13973,7.232,9.216
13974,7.232,9.248
13975,7.008,9.76
13976,7.36,9.12
13977,7.2,9.632
13978,7.616,9.216
13979,7.232,9.088
13980,7.552,9.408
13981,7.36,10.112
13982,7.328,8.992
13983,7.488,9.248
13984,7.52,9.44
13985,7.2,9.152
13986,7.584,9.664
13987,7.2,9.824
13988,7.168,9.28
13989,7.232,9.408
13990,7.328,8.768
13991,7.2,10.048
13992,7.264,9.856
13993,7.232,9.792
13994,7.232,10.048
13995,7.136,10.08
13996,7.424,9.056
13997,7.2,9.248
13998,7.392,9.888
13999,7.2,9.472
14000,7.296,9.152
14001,7.168,9.728
14002,7.488,9.568
14003,7.264,9.12
14004,7.264,9.92
14005,7.2,9.536
14006,7.232,9.312
14007,7.168,9.568
14008,7.36,9.056
14009,7.232,9.6
14010,7.296,9.728
14011,7.232,9.408
14012,7.264,9.248
14013,7.232,9.248
14014,7.52,9.792
14015,7.36,8.96
14016,7.232,9.504
14017,7.168,9.824
14018,7.264,9.344
14019,7.136,9.216
14020,7.296,9.28
14021,7.168,9.088
14022,7.2,8.992
14023,7.264,9.632
14024,7.232,9.76
14025,7.2,9.888
14026,7.456,9.568
14027,7.2,9.76
14028,7.264,9.088
14029,7.36,9.568
14030,7.296,9.088
14031,7.52,9.664
14032,7.328,9.248
14033,7.424,9.76
14034,7.264,8.96
14035,7.136,9.216
14036,7.36,9.984
14037,7.168,9.12
14038,7.264,9.504
14039,7.36,9.76
14040,7.328,9.952
14041,6.976,9.632
14042,7.296,9.984
14043,7.168,9.696
14044,7.296,9.76
14045,7.168,9.152
14046,7.52,9.728
14047,7.232,9.152
14048,7.584,9.792
14049,7.392,9.024
14050,7.264,9.376
14051,7.168,9.856
14052,7.328,9.728
14053,7.2,9.76
14054,6.976,9.856
14055,7.168,9.024
14056,7.616,9.632
14057,7.2,10.016
14058,7.2,9.088
14059,7.232,9.952
14060,7.328,9.984
14061,7.232,9.728
14062,7.456,9.6
14063,7.296,9.632
14064,7.328,9.92
14065,7.168,9.824
14066,7.328,9.888
14067,7.328,9.696
14068,7.232,9.216
14069,7.2,9.536
14070,7.36,9.216
14071,7.168,9.696
14072,7.264,9.728
14073,7.2,9.12
14074,7.328,9.888
14075,7.232,8.992
14076,7.104,9.824
14077,7.136,9.696
14078,7.136,9.664
14079,7.136,8.864
14080,7.296,9.024
14081,7.2,9.024
14082,7.424,9.824
14083,7.168,9.696
14084,7.296,9.216
14085,7.232,9.6
14086,7.296,9.024
14087,7.2,9.92
14088,7.36,9.632
14089,7.2,9.312
14090,7.36,9.824
14091,7.2,9.504
14092,7.328,9.248
14093,7.392,9.088
14094,7.52,9.024
14095,7.264,8.768
14096,7.136,10.208
14097,7.04,9.056
14098,7.264,9.28
14099,7.2,8.992
14100,7.232,9.504
14101,7.104,9.248
14102,7.328,8.928
14103,7.168,9.76
14104,7.392,9.12
14105,7.232,9.952
14106,7.264,9.216
14107,7.296,9.92
14108,7.296,9.792
14109,7.2,9.152
14110,7.264,8.992
14111,7.136,9.952
14112,7.36,9.504
14113,7.2,9.792
14114,7.328,9.696
14115,7.328,9.664
14116,7.616,9.12
14117,7.2,9.408
14118,7.552,8.928
14119,7.264,10.016
14120,7.168,9.312
14121,7.488,9.12
14122,7.264,9.216
14123,10.912,10.752
14124,7.296,9.248
14125,7.296,9.056
14126,7.136,10.976
14127,7.168,9.024
14128,7.2,9.824
14129,7.2,9.76
14130,7.296,9.696
14131,7.168,9.024
14132,7.264,8.992
14133,7.168,9.824
14134,7.488,9.376
14135,7.2,9.696
14136,7.36,9.088
14137,7.168,9.952
14138,7.36,9.152
14139,7.232,9.952
14140,7.296,9.184
14141,7.2,9.952
14142,7.296,9.728
14143,6.784,10.016
14144,7.328,9.536
14145,6.944,9.728
14146,7.296,9.728
14147,7.648,9.952
14148,7.328,9.184
14149,7.296,9.216
14150,6.976,9.376
14151,7.008,11.072
14152,7.04,10.432
14153,7.168,9.152
14154,7.456,9.184
14155,7.424,9.888
14156,7.264,9.728
14157,7.2,9.632
14158,16.576,8.672
14159,7.136,9.536
14160,7.2,9.824
14161,7.264,9.056
14162,7.52,9.6
14163,7.2,9.792
14164,7.296,9.792
14165,7.2,10.88
14166,7.328,9.952
14167,7.136,9.248
14168,7.328,9.92
14169,7.2,9.856
14170,7.264,9.152
14171,7.168,9.824
14172,7.264,9.248
14173,7.296,9.952
14174,7.424,9.568
14175,7.136,9.856
14176,7.264,9.12
14177,7.2,10.016
14178,7.264,9.184
14179,7.2,9.984
14180,7.392,9.696
14181,7.2,9.408
14182,7.2,9.728
14183,7.2,9.696
14184,7.424,9.408
14185,7.2,9.248
14186,7.328,9.824
14187,7.2,9.76
14188,7.296,9.12
14189,7.168,9.984
14190,7.264,9.28
14191,7.264,9.856
14192,7.232,9.632
14193,7.168,9.6
14194,7.296,9.664
14195,7.2,9.28
14196,7.52,9.824
14197,7.168,9.76
14198,7.488,9.472
14199,7.136,10.048
14200,7.264,9.408
14201,7.2,9.6
14202,7.424,9.536
14203,7.232,9.632
14204,7.328,9.632
14205,7.2,9.12
14206,7.296,9.216
14207,7.232,9.184
14208,7.488,9.376
14209,7.104,9.056
14210,7.552,10.016
14211,7.264,9.056
14212,7.2,9.536
14213,7.168,9.152
14214,7.264,9.44
14215,7.168,9.248
14216,7.392,9.248
14217,7.232,9.12
14218,7.264,9.28
14219,7.136,9.952
14220,7.232,9.824
14221,7.264,9.088
14222,7.232,9.888
14223,7.296,9.696
14224,7.264,9.76
14225,7.2,9.824
14226,7.264,9.824
14227,7.2,9.824
14228,7.232,10.048
14229,7.168,9.6
14230,7.2,9.888
14231,7.168,9.344
14232,7.232,9.44
14233,7.2,9.248
14234,7.232,9.952
14235,7.264,9.12
14236,7.264,9.408
14237,7.648,10.304
14238,7.328,9.792
14239,7.2,9.216
14240,7.264,9.248
14241,7.2,9.472
14242,7.552,9.44
14243,7.136,9.792
14244,7.232,9.76
14245,7.2,9.728
14246,7.264,9.76
14247,7.168,9.792
14248,7.584,8.736
14249,7.2,9.824
14250,7.264,9.824
14251,7.2,9.216
14252,7.296,9.888
14253,7.168,9.728
14254,7.232,9.504
14255,7.04,8.992
14256,7.232,8.928
14257,7.2,9.76
14258,7.296,9.664
14259,7.232,9.184
14260,7.264,9.216
14261,7.136,9.728
14262,7.264,9.312
14263,7.264,9.824
14264,7.232,9.184
14265,7.136,9.376
14266,7.2,8.96
14267,7.232,9.152
14268,7.456,9.472
14269,7.232,9.12
14270,7.296,8.96
14271,7.232,9.312
14272,7.264,9.248
14273,7.392,9.888
14274,7.264,9.664
14275,7.136,9.184
14276,7.36,9.248
14277,7.232,9.216
14278,7.2,9.44
14279,7.2,10.272
14280,7.072,9.728
14281,7.264,9.952
14282,7.648,9.792
14283,7.2,9.312
14284,7.328,9.056
14285,7.2,9.472
14286,7.584,9.888
14287,7.2,9.824
14288,7.392,8.928
14289,7.232,10.048
14290,7.264,9.664
14291,7.296,9.728
14292,7.36,9.056
14293,7.2,9.152
14294,7.232,9.344
14295,7.296,9.952
14296,7.616,9.312
14297,7.2,9.888
14298,7.712,8.832
14299,7.008,10.208
14300,6.88,11.168
14301,6.816,11.2
14302,7.328,10.112
14303,7.616,9.824
14304,7.232,9.664
14305,6.88,10.016
14306,7.584,9.824
14307,7.168,9.728
14308,7.104,9.952
14309,7.008,9.792
14310,8,9.344
14311,6.88,10.848
14312,7.488,10.112
14313,7.232,10.048
14314,6.88,10.976
14315,7.264,10.208
14316,6.816,10.912
14317,7.584,9.44
14318,7.264,10.112
14319,8.256,9.12
14320,7.616,9.056
14321,6.848,10.592
14322,7.168,10.144
14323,7.232,9.824
14324,7.296,9.056
14325,7.2,9.984
14326,7.296,9.6
14327,7.168,9.728
14328,7.328,9.664
14329,7.2,9.856
14330,7.52,9.696
14331,7.168,9.376
14332,7.264,9.76
14333,7.232,9.28
14334,7.584,10.048
14335,7.264,9.536
14336,7.36,9.664
14337,7.2,9.056
14338,7.264,9.184
14339,7.36,9.376
14340,7.424,9.984
14341,7.104,10.016
14342,7.296,9.856
14343,7.2,9.952
14344,7.52,9.888
14345,13.088,9.472
14346,7.296,9.44
14347,7.168,8.96
14348,8.704,9.44
14349,8.64,9.376
14350,8.928,9.536
14351,8.704,8.768
14352,8.864,9.152
14353,8.832,9.184
14354,8.768,9.248
14355,8.736,9.28
14356,8.864,9.024
14357,8.704,9.504
14358,8.736,9.376
14359,8.768,9.344
14360,8.896,9.6
14361,8.64,9.312
14362,8.8,8.96
14363,8.768,9.088
14364,8.8,9.056
14365,8.672,9.376
14366,8.896,9.696
14367,7.776,9.824
14368,8.864,8.64
14369,8.832,8.8
14370,8.864,9.6
14371,12.864,11.648
14372,8.96,9.216
14373,8.768,8.928
14374,8.832,9.216
14375,7.168,9.12
14376,7.2,9.92
14377,7.2,9.728
14378,7.552,9.984
14379,7.168,9.088
14380,7.296,9.28
14381,7.2,9.312
14382,7.36,9.12
14383,7.136,9.536
14384,7.648,9.824
14385,7.136,9.888
14386,7.328,9.664
14387,7.232,9.824
14388,7.264,9.248
14389,7.872,9.6
14390,7.264,9.056
14391,7.168,9.408
14392,7.328,9.536
14393,7.2,9.088
14394,7.232,9.664
14395,7.168,9.216
14396,7.52,9.344
14397,7.2,10.016
14398,7.232,9.024
14399,7.264,9.184
14400,7.296,9.184
14401,7.232,9.376
14402,7.52,9.792
14403,7.2,9.28
14404,7.328,8.992
14405,7.424,9.28
14406,7.296,9.248
14407,7.232,9.312
14408,7.328,9.12
14409,7.392,9.952
14410,7.232,9.792
14411,7.2,9.28
14412,7.264,9.984
14413,7.2,9.216
14414,7.392,9.888
14415,7.2,9.824
14416,6.944,9.76
14417,7.296,9.088
14418,7.552,9.76
14419,7.488,9.44
14420,7.264,9.312
14421,7.2,9.344
14422,7.232,8.992
14423,7.168,9.344
14424,7.552,9.6
14425,7.296,9.664
14426,7.296,9.248
14427,6.912,10.752
14428,7.2,9.344
14429,7.2,9.728
14430,7.296,9.984
14431,7.232,8.832
14432,7.264,8.896
14433,7.2,9.312
14434,7.136,9.728
14435,7.232,9.856
14436,7.264,9.728
14437,7.2,9.248
14438,7.264,9.984
14439,7.232,9.824
14440,7.296,9.28
14441,7.232,9.92
14442,7.264,9.792
14443,7.104,9.248
14444,7.296,10.048
14445,7.168,9.632
14446,7.328,9.408
14447,7.168,9.024
14448,7.552,9.696
14449,7.232,9.28
14450,7.296,9.952
14451,7.328,9.664
14452,7.328,9.312
14453,7.52,9.92
14454,7.296,9.12
14455,7.264,9.472
14456,7.264,9.952
14457,7.168,9.6
14458,7.36,9.696
14459,7.392,9.888
14460,7.392,9.12
14461,7.52,9.344
14462,7.52,8.512
14463,7.808,9.248
14464,7.392,9.088
14465,7.232,9.92
14466,7.488,8.96
14467,7.84,7.776
14468,6.848,9.504
14469,6.848,10.24
14470,7.424,8.992
14471,7.072,9.568
14472,6.816,10.336
14473,7.36,8.288
14474,7.296,9.568
14475,7.68,9.76
14476,6.976,9.312
14477,6.912,10.08
14478,7.488,8.32
14479,7.744,8.576
14480,7.36,9.152
14481,7.36,9.664
14482,7.072,10.016
14483,6.848,9.824
14484,6.912,9.376
14485,7.36,9.792
14486,7.328,9.696
14487,7.712,8.16
14488,7.392,9.312
14489,8.416,8.032
14490,14.624,10.432
14491,7.424,9.952
14492,6.88,10.464
14493,6.432,10.336
14494,6.848,9.984
14495,7.36,9.152
14496,6.848,10.176
14497,7.264,9.312
14498,6.816,10.24
14499,7.456,9.408
14500,7.616,9.44
14501,7.232,9.184
14502,7.264,10.304
14503,7.328,9.408
14504,7.328,9.632
14505,15.904,9.312
14506,7.392,9.312
14507,6.848,10.272
14508,7.488,9.344
14509,7.328,9.952
14510,7.744,7.776
14511,7.296,9.12
14512,6.88,10.464
14513,7.232,9.952
14514,7.424,8.928
14515,7.232,9.6
14516,7.584,9.216
14517,7.488,9.28
14518,15.904,9.408
14519,6.816,9.824
14520,7.136,9.728
14521,7.424,8.64
14522,7.232,8.992
14523,7.936,8.864
14524,7.552,9.76
14525,7.648,9.472
14526,7.232,9.632
14527,7.456,9.728
14528,7.584,9.408
14529,7.456,9.024
14530,7.456,9.664
14531,7.52,9.728
14532,7.648,9.728
14533,7.168,9.408
14534,7.36,8.992
14535,7.2,9.088
14536,7.232,9.056
14537,7.392,9.792
14538,7.392,9.024
14539,7.36,9.056
14540,7.392,9.984
14541,7.136,9.312
14542,7.456,9.76
14543,7.168,9.152
14544,7.328,9.92
14545,7.2,10.016
14546,7.296,9.504
14547,7.232,9.76
14548,7.328,9.984
14549,7.136,9.28
14550,7.296,9.024
14551,7.2,9.408
14552,7.232,9.12
14553,7.2,9.344
14554,7.296,9.216
14555,7.2,9.28
14556,7.328,9.824
14557,7.232,9.696
14558,7.584,9.408
14559,7.2,9.76
14560,7.264,9.12
14561,7.168,9.984
14562,7.264,9.152
14563,7.2,9.344
14564,7.296,9.984
14565,7.296,9.088
14566,7.296,9.28
14567,7.168,9.728
14568,7.392,9.824
14569,7.232,9.728
14570,7.328,9.12
14571,7.392,9.184
14572,7.616,9.088
14573,7.232,9.792
14574,7.296,9.024
14575,7.2,9.216
14576,7.296,9.312
14577,7.168,9.824
14578,7.328,8.96
14579,7.168,9.024
14580,7.328,9.216
14581,7.136,9.984
14582,7.456,8.96
14583,7.168,8.96
14584,7.296,9.152
14585,7.2,9.344
14586,7.168,9.056
14587,7.2,9.28
14588,7.328,10.016
14589,7.2,9.024
14590,7.456,9.856
14591,7.264,9.92
14592,7.264,9.12
14593,7.168,9.376
14594,7.264,9.76
14595,7.136,9.088
14596,13.344,10.048
14597,7.2,9.568
14598,7.36,9.952
14599,7.264,9.088
14600,7.424,9.184
14601,7.232,9.216
14602,7.456,9.12
14603,7.36,9.248
14604,7.328,9.248
14605,7.2,9.12
14606,7.328,9.92
14607,7.168,9.248
14608,7.424,9.76
14609,7.232,9.312
14610,7.264,10.048
14611,7.264,9.056
14612,7.296,8.928
14613,7.168,9.792
14614,7.264,9.152
14615,7.2,9.408
14616,7.552,9.952
14617,7.36,9.408
14618,7.296,9.216
14619,7.296,9.856
14620,7.104,9.92
14621,7.2,9.28
14622,7.456,9.728
14623,7.2,9.28
14624,6.912,9.28
14625,7.296,9.984
14626,7.232,9.088
14627,7.232,9.568
14628,7.264,9.312
14629,14.848,9.088
14630,7.68,8.48
14631,7.232,9.056
14632,7.328,9.408
14633,7.328,9.728
